scientific_name,latitude,longitude,observation_count
"Goodyera procera (Ker Gawl.) Hook.",6.7,80.8,1
"Goodyera procera (Ker Gawl.) Hook.",7.9,80.8,1
"Goodyera procera (Ker Gawl.) Hook.",6.5,80.6,1
"Canthium rheedei DC.",7.4,80.4,1
"Securinega leucopyrus (Willd.) Müll.Arg.",6.3,81.5,1
"Securinega leucopyrus (Willd.) Müll.Arg.",6.4,81.6,1
"Securinega leucopyrus (Willd.) Müll.Arg.",7.6,80.7,1
"Glochidion acutifolium Alston",7,80.4,1
"Glochidion acutifolium Alston",6.4,80.4,1
"Glochidion acutifolium Alston",6.6,80.6,1
"Omalanthus populifolius Graham",6.9,81.1,1
"Omalanthus populifolius Graham",6.8,80.5,1
"Givotia rottleriformis Griff. ex Wight",6.3,81.4,1
"Givotia rottleriformis Griff. ex Wight",6.9,81.8,1
"Givotia rottleriformis Griff. ex Wight",8.1,80.7,1
"Givotia rottleriformis Griff. ex Wight",7.6,80.7,1
"Glochidion coriaceum Thwaites",7.2,80.7,1
"Glochidion coriaceum Thwaites",6.8,81,1
"Glochidion coriaceum Thwaites",7.3,80.6,1
"Glochidion coriaceum Thwaites",7.1,80.7,1
"Glochidion stellatum (Retz.) Bedd.",6.8,80.8,1
"Glochidion stellatum (Retz.) Bedd.",7.4,80.8,1
"Glochidion stellatum (Retz.) Bedd.",6.4,80,1
"Gelonium lanceolatum Willd.",6.6,80.4,1
"Gelonium lanceolatum Willd.",6.5,80.1,1
"Gelonium lanceolatum Willd.",6.6,80.6,1
"Excoecaria L.",8.5,81.3,1
"Glochidion montanum Thwaites",6.8,80.5,1
"Vigna aconitifolia (Jacq.) Maréchal",9.6,79.9,1
"Zingiber cassumunar Roxb.",7.3,80.6,1
"Trematodon ceylonensis Müll.Hal.",7.8,80.7,1
"Croton lacciferus Blanco",6.3,81.4,1
"Croton aromaticus L.",6.3,81.4,1
"Croton aromaticus L.",8.1,80.8,1
"Croton aromaticus L.",7.3,80.6,1
"Croton aromaticus L.",7.7,80.6,1
"Croton aromaticus L.",7.6,80.7,1
"Croton L.",8.6,81.2,1
"Croton L.",7.7,80.6,1
"Croton L.",6.9,81.7,1
"Croton L.",6.3,81.2,1
"Croton L.",6,80.5,1
"Croton L.",7.9,80.7,1
"Croton L.",7.3,80.7,1
"Croton L.",8.3,80.2,1
"Dalbergia L.f.",8.1,80.6,1
"Dalbergia L.f.",6.4,80.4,1
"Dalbergia L.f.",7.4,80.7,1
"Dalbergia L.f.",7.5,80.7,1
"Dalbergia stipulacea Roxb.",7.1,81.2,1
"Dalbergia pseudosissoo Miq.",6.7,80.6,1
"Dalbergia pseudosissoo Miq.",6.9,80.5,1
"Sauropus Blume",6.3,80.3,1
"Sauropus Blume",7,80.4,1
"Sauropus Blume",6.6,80,1
"Abelmoschus ficulneus (L.) Wight & Arn. ex Wight",8.1,80.9,1
"Abelmoschus ficulneus (L.) Wight & Arn. ex Wight",6.3,81.2,1
"Abelmoschus ficulneus (L.) Wight & Arn. ex Wight",6.4,81.5,1
"Abelmoschus ficulneus (L.) Wight & Arn. ex Wight",8.9,80,1
"Alpinia nigra (Gaertn.) Burtt",6.6,80.1,1
"Solanum virginianum L.",6.5,81.3,1
"Solanum virginianum L.",8,79.7,1
"Solanum virginianum L.",8,80.3,1
"Solanum virginianum L.",7.7,80.1,1
"Solanum virginianum L.",7.9,80.4,1
"Solanum virginianum L.",6.9,80.2,1
"Solanum virginianum L.",6.3,80,1
"Solanum virginianum L.",7.5,80.3,1
"Solanum virginianum L.",6.1,80.2,1
"Solanum virginianum L.",7.9,79.8,1
"Solanum virginianum L.",6.9,81.4,1
"Solanum virginianum L.",6.2,80.1,1
"Ocimum gratissimum L.",8.1,80.9,1
"Tragia involucrata L.",7.3,80.6,1
"Tragia involucrata L.",7.6,80.7,1
"Tragia involucrata L.",7.5,80.4,1
"Tarenna Gaertn.",8.1,80.7,1
"Spilanthes acmella A.Chev., 1920",6.8,80.9,1
"Spermacoce L.",7.6,80.3,1
"Ranunculus sagittifolius Hook.",6.8,80.8,1
"Pterocarpus santalinus L.f.",7.3,80.6,1
"Pogostemon heyneanus Benth.",7.3,80.6,1
"Morinda L.",9.8,80.1,1
"Morinda L.",7.3,80.6,1
"Nepenthes L.",6.3,80.5,1
"Nepenthes L.",6.3,80.3,1
"Nepenthes L.",6.9,79.9,1
"Nepenthes L.",7.3,80.6,1
"Amorphophallus Blume ex Decne.",6.4,80.4,1
"Amorphophallus Blume ex Decne.",6,80.5,1
"Leucobryaceae",7,80.8,1
"Oxalidales",6.3,80.1,1
"Mesembryanthemum cordifolium L.fil.",7,80.8,1
"Donella lanceolata (Blume) Aubrév.",6.7,80.6,1
"Donella lanceolata (Blume) Aubrév.",6.1,80.3,1
"Procris Juss.",6.7,80.6,1
"Procris Juss.",6.9,80.8,1
"Heliotropium L.",7.4,79.8,1
"Heliotropium L.",6,80.5,1
"Euphorbia hyssopifolia L.",8.4,79.9,1
"Euphorbia hyssopifolia L.",8.4,80,1
"Habenaria acuminata (Thwaites) Trimen",6.7,80.4,1
"Habenaria acuminata (Thwaites) Trimen",7.6,80.7,1
"Cryptostylis arachnites (Blume) Hassk.",6.7,80.4,1
"Sonerila wightiana Arn.",6.8,80.6,1
"Sonerila wightiana Arn.",6.8,80.8,1
"Sonerila wightiana Arn.",7.6,80.7,1
"Trichoglottis tenera (Lindl.) Rchb.f.",6.8,80.8,1
"Polyspora gardneri Orel, Peter G.Wilson, Curry & Luu",6.9,80.5,1
"Tropidia bambusifolia (Thwaites) Trimen",7.3,80.2,1
"Habenaria dichopetala Thwaites",6.7,81.8,1
"Phyllanthus polyphyllus Willd.",7.7,80.7,1
"Phyllanthus polyphyllus Willd.",6.4,81.3,1
"Phyllanthus polyphyllus Willd.",8.4,80.5,1
"Phyllanthus polyphyllus Willd.",7.6,80.8,1
"Phyllanthus polyphyllus Willd.",6.7,80.8,1
"Taxillus incanus (Trimen) Wiens",7.1,80.7,1
"Taxillus incanus (Trimen) Wiens",6.4,80.4,1
"Utricularia reticulata Sm.",7.5,80.4,1
"Utricularia reticulata Sm.",6.5,80.1,1
"Utricularia reticulata Sm.",6.6,80.4,1
"Utricularia reticulata Sm.",6.3,80.4,1
"Spermacoce alata Aubl.",7.3,80.2,1
"Spermacoce alata Aubl.",9.5,80.6,1
"Bunchosia glandulifera (Jacq.) Kunth",6.8,79.9,1
"Salvia misella Kunth",7.3,80.4,1
"Hortonia ovalifolia Wight",6.8,80.4,1
"Hortonia ovalifolia Wight",6.8,80.5,1
"Cymbidium bicolor Lindl.",7,80.4,1
"Smithia sensitiva Aiton",6.8,80.8,1
"Horsfieldia Willd.",6.9,79.9,1
"Horsfieldia Willd.",7,80.5,1
"Horsfieldia Willd.",7.3,80.8,1
"Potamogeton wrightii Morong",8.4,80.5,1
"Cinnamomum burmanni (Nees & T.Nees) Blume",6.9,79.9,1
"Vincetoxicum flexuosum (R.Br.) Kuntze",7.3,80.2,1
"Euphorbia ophthalmica Pers.",9.7,80,1
"Euphorbia ophthalmica Pers.",6.1,80.1,1
"Pteroceras viridiflorum (Thwaites) Holttum",6.9,80.5,1
"Artanema longifolium (L.) Vatke",7.3,80.2,1
"Balanophora fungosa J.R.Forst. & G.Forst.",6.8,80.8,1
"Balanophora fungosa J.R.Forst. & G.Forst.",6.8,80.5,1
"Balanophora fungosa J.R.Forst. & G.Forst.",7.2,80.7,1
"Lindernia hyssopioides (L.) Haines",7.3,80.2,1
"Lindernia hyssopioides (L.) Haines",6.3,81.4,1
"Suriana maritima L.",9.6,80.1,1
"Anoectochilus setaceus Blume",8.1,80.8,1
"Aporosa Blume",7.3,80.6,1
"Aporosa Blume",6.2,80.4,1
"Acalypha ciliata Forssk.",7.9,81,1
"Acalypha ciliata Forssk.",6.5,81.7,1
"Acalypha ciliata Forssk.",9,79.9,1
"Breynia rhamnoides Müll.Arg.",7.2,80.8,1
"Actephila neilgherrensis Wight",8.1,80.7,1
"Acalypha racemosa Wall. ex F.W.Andrews",7,81.1,1
"Acalypha racemosa Wall. ex F.W.Andrews",6.3,81.4,1
"Piper sylvestre Lam.",6.5,81.7,1
"Piper sylvestre Lam.",7.2,81.2,1
"Agyneia bacciformis (L.) A.Juss.",7.6,80.7,1
"Acalypha L.",8,81,1
"Agrostistachys coriacea Alston",6.8,80.5,1
"Agrostistachys coriacea Alston",6.5,80.6,1
"Hypoestes phyllostachya Baker",6.8,81.1,1
"Blumea obliqua (L.) Druce",9.6,80,1
"Blumea obliqua (L.) Druce",9.5,80.6,1
"Blumea obliqua (L.) Druce",9.8,80.2,1
"Porpax parviflorum (D.Don) Ormerod & Kurzweil",6.8,80.4,1
"Cymbidium ensifolium (L.) Sw.",6.8,80.6,1
"Exacum pedunculatum L.",7.5,80.6,1
"Ipomoea eriocarpa R.Br.",7.3,80.5,1
"Codariocalyx motorius (Houtt.) H.Ohashi",7.2,81.6,1
"Codariocalyx motorius (Houtt.) H.Ohashi",7.9,80.8,1
"Eria lindleyi Thwaites",6.8,80.8,1
"Eria lindleyi Thwaites",6.4,80.4,1
"Taraxacum javanicum Soest",6.8,80.8,1
"Taraxacum javanicum Soest",7,80.8,1
"Dendrobium heterocarpum Wall. ex Lindl.",6.8,80.8,1
"Ehretia P.Browne",7.2,81.5,1
"Arachnothryx leucophylla (Kunth) Planch.",6.9,81,1
"Arachnothryx leucophylla (Kunth) Planch.",7.5,80.6,1
"Calliandra surinamensis Benth.",7,80.8,1
"Calliandra surinamensis Benth.",6.9,81.1,1
"Bidens odorata Coville",6.8,81.1,1
"Peperomia dindygulensis Miq.",7.1,80.7,1
"Malaxis latifolia Sm.",6.3,81.4,1
"Oberonia zeylanica Hook.f.",7.2,80.7,1
"Liparis obscura Hook.f.",6.4,80.4,1
"Satyrium Sw.",6.8,80.6,1
"Satyrium Sw.",6.8,80.5,1
"Sarcanthus peninsularis Dalzell",8.1,80.7,1
"Lindernia angustifolia (Benth.) Wettst.",7.9,80.8,1
"Helictotrichon virescens (Nees ex Steud.) Henrard",7.9,80.8,1
"Lindenbergia ruderalis (Retz.) Voigt",7.9,80.8,1
"Cuscuta chinensis Lam.",7.9,80.8,1
"Cuscuta chinensis Lam.",7.5,80.4,1
"Cuscuta chinensis Lam.",7,80.3,1
"Rotala rotundifolia (Buch.-Ham. ex Roxb.) Koehne",7.9,80.8,1
"Rotala indica (Willd.) Koehne",7.9,80.8,1
"Paspalum commersonii Zuccagni, 1806",7.9,80.8,1
"Potentilla polyphylla Schur",7.9,80.8,1
"Chamabainia cuspidata Wight",7.9,80.8,1
"Galium asperifolium var. sikkimense (Gand.) Cufod.",7.9,80.8,1
"Photinia integrifolia var. notoniana (Wight & Arn.) J.E.Vidal",7.9,80.8,1
"Boehmeria glomerulifera Miq.",7.9,80.8,1
"Boehmeria glomerulifera Miq.",7.4,80.8,1
"Eragrostis nigra Nees ex Steud.",7.9,80.8,1
"Marsdenia tinctoria R.Br.",7.9,80.8,1
"Ficus virens Aiton",7.9,80.8,1
"Ficus virens Aiton",7,81,1
"Trachelospermum axillare Hook.fil.",7.9,80.8,1
"Liparis viridiflora (Blume) Lindl.",7.9,80.8,1
"Liparis elliptica Wight",7.9,80.8,1
"Liparis nervosa (Thunb.) Lindl.",7.9,80.8,1
"Pollia secundiflora (Blume) Bakh.f.",7.9,80.8,1
"Pollia secundiflora (Blume) Bakh.f.",6.7,80.6,1
"Floscopa scandens Lour.",7.9,80.8,1
"Floscopa scandens Lour.",7.6,80.7,1
"Floscopa scandens Lour.",6.4,80.4,1
"Cerastium glomeratum Thuill.",7.9,80.8,1
"Trema orientalis (L.) Blume",7.9,80.8,1
"Carex ligulata Nees",7.9,80.8,1
"Commelina paludosa Blume",7.9,80.8,1
"Commelina maculata Edgew.",7.9,80.8,1
"Dictyospermum scaberrimum (Blume) J.K.Morton ex Panigrahi",7.9,80.8,1
"Potamogeton malaianus Miq.",7.9,80.8,1
"Epipogium roseum (D.Don) Lindl.",7.9,80.8,1
"Meliosma arnottiana (Wight) Walp.",7.9,80.8,1
"Shuteria involucrata var. glabrata (Wight & Arn.) H.Ohashi",7.9,80.8,1
"Acalypha brachystachya Hornem.",7.9,80.8,1
"Rhynchosia rufescens DC.",7.9,80.8,1
"Rhynchosia rufescens DC.",7.9,80.1,1
"Scleria terrestris (L.) Fassett",7.9,80.8,1
"Arthraxon lancifolius (Trin.) Hochst.",7.9,80.8,1
"Psoralea corylifolia L.",7.9,80.8,1
"Glycosmis cyanocarpa (Blume) Spreng.",7.9,80.8,1
"Leucas mollissima Wall., 1830",7.9,80.8,1
"Symplocos laurina Wall.",7.9,80.8,1
"Dumasia villosa DC.",7.9,80.8,1
"Desmodium microphyllum (Thunb.) DC.",7.9,80.8,1
"Clinopodium repens Roxb.",7.9,80.8,1
"Anoectochilus roxburghii (Wall.) Lindl.",7.9,80.8,1
"Anoectochilus roxburghii (Wall.) Lindl.",7.5,80.8,1
"Brachycorythis henryi (Schltr.) Summerh.",7.9,80.8,1
"Desmodium heterocarpon (L.) DC.",7.9,80.8,1
"Desmodium gangeticum Puri, 1951",7.9,80.8,1
"Osyris wightiana Wall. ex Wight",7.9,80.8,1
"Crotalaria ferruginea Graham ex Benth.",7.9,80.8,1
"Dendrolobium triangulare (Retz.) Schindl.",7.9,80.8,1
"Codariocalyx gyroides (Roxb. ex Link) Hassk.",7.9,80.8,1
"Catenaria caudata (Thunb.) Schindl.",7.9,80.8,1
"Curculigo crassifolia (Baker) Hook.f.",7.9,80.8,1
"Dioscorea pentaphylla L.",7.9,80.8,1
"Dioscorea pentaphylla L.",7.3,80.5,1
"Dioscorea pentaphylla L.",8.3,80.2,1
"Dioscorea pentaphylla L.",8.1,80.7,1
"Acacia megaladena var. garrettii I.C.Nielsen",7.9,80.8,1
"Albizia chinensis (Osbeck) Merr.",7.9,80.8,1
"Albizia lebbek",7.9,80.8,1
"Phaius tankervilleae (Banks) Blume",7.9,80.8,1
"Rhaphidophora decursiva (Roxb.) Schott",7.9,80.8,1
"Rhaphidophora decursiva (Roxb.) Schott",7,80.6,1
"Pholidota imbricata Hook.",7.9,80.8,1
"Procris wightiana Wall., 1831",7.9,80.8,1
"Pilea melastomoides (Poir.) Wedd.",7.9,80.8,1
"Pilea angulata (Blume) Blume",7.9,80.8,1
"Blumea membranacea Hayata, 1904",7.9,80.8,1
"Piper betle L.",7.9,80.8,1
"Piper betle L.",7,80.5,1
"Piper betle L.",7.6,80.7,1
"Lecanthus peduncularis (Wall. ex Royle) Wedd.",7.9,80.8,1
"Laportea bulbifera (Siebold & Zucc.) Wedd.",7.9,80.8,1
"Blumea lanceolaria (Roxb.) Druce",7.9,80.8,1
"Thalictrum javanicum Blume",7.9,80.8,1
"Aeginetia indica L.",7.9,80.8,1
"Gynostemma pentaphyllum (Thunb.) Makino",7.9,80.8,1
"Caesalpinia crista L.",7.9,80.8,1
"Pentapanax leschenaultii (DC.) Seem.",7.9,80.8,1
"Setaria plicata (Lam.) T.Cooke",7.9,80.8,1
"Viburnum cylindricum Buch.-Ham. ex D.Don",7.9,80.8,1
"Anemone rivularis Buch.-Ham.",7.9,80.8,1
"Saccharum arundinaceum Retz.",7.9,80.8,1
"Pogonatherum paniceum (Lam.) Hack.",7.9,80.8,1
"Psychotria dubia var. affinis (Thwaites) Bakh.f.",7.3,80.6,1
"Actephila Blume",6.1,80.8,1
"Dictyosphaeria cavernosa (Forssk.) Børgesen",6,80.7,1
"Dictyosphaeria cavernosa (Forssk.) Børgesen",6.5,80,1
"Peyssonnelia Decaisne, 1841",6,80.7,1
"Peyssonnelia Decaisne, 1841",8.2,79.8,1
"Chondria C.Agardh, 1817",8.2,79.8,1
"Cynoglossum L.",7,80.8,1
"Syzygium makul Gaertn.",6.5,80.4,1
"Miliusa montana Gardner ex Hook.f. & Thomson",7.4,80.7,1
"Miliusa montana Gardner ex Hook.f. & Thomson",8.4,80,1
"Miliusa montana Gardner ex Hook.f. & Thomson",7.7,80.7,1
"Disperis zeylanica Trimen",8.1,80.7,1
"Utricularia exoleta R.Br.",7.1,80.7,1
"Arundina Blume",6.8,80.5,1
"Utricularia flexuosa Vahl",7.4,79.9,1
"Calanthe purpurea Lindl.",6.4,80.4,1
"Calanthe purpurea Lindl.",7.4,80.8,1
"Cenchrus purpurascens Thunb.",7.6,80.4,1
"Hopea Roxb.",6.4,80.4,1
"Holmskioldia sanguinea Retz.",6.7,80.8,1
"Hexasepalum teres (Walter) J.H.Kirkbr.",7.9,81,1
"Urtica dioica L.",8,80.8,1
"Flemingia strobilifera (L.) W.T.Aiton",6.1,80.1,1
"Flemingia strobilifera (L.) W.T.Aiton",7.2,80.6,1
"Vigna luteola (Jacq.) Benth.",6,80.2,1
"Cycas revoluta Thunb.",6.9,79.9,1
"Grewia asiatica L.",7.4,80.2,1
"Dieffenbachia Schott",7.2,80.6,1
"Polysiphonia thyrsigera J.Agardh",7.8,81,1
"Liagora decussata Mont., 1849",7.8,81,1
"Dasya C.Agardh, 1824",7.8,81,1
"Dasya C.Agardh, 1824",9.7,80.1,1
"Centroceras brachyacanthum Kütz., 1863",7.8,81,1
"Delesseria leprieurii Mont.",7.8,81,1
"Vanvoorstia spectabilis Harvey, 1854",7.8,81,1
"Vanvoorstia spectabilis Harvey, 1854",6,80.4,1
"Vanvoorstia spectabilis Harvey, 1854",7.9,80.7,1
"Cladophora fascicularis (Mertens ex C.Agardh) Kütz.",7.8,81,1
"Ulva fenestrata Postels & Ruprecht, 1840",7.8,81,1
"Ascothamnion Kützing, 1843",7.8,81,1
"Liagora viscida (Forsskål) C.Agardh",7.8,81,1
"Codium tomentosum Stackh.",7.8,81,1
"Nephrolepis Schott",7.4,80.8,1
"Nephrolepis Schott",6.9,80.2,1
"Nephrolepis Schott",7.6,80.7,1
"Celosia L.",6.7,80.1,1
"Thrixspermum Lour.",6.9,81.4,1
"Salicornia L.",9,80,1
"Salicornia L.",8,79.8,1
"Cyatheales",6.9,80.8,1
"Cyatheales",7.2,80.6,1
"Cyatheales",6.4,80.6,1
"Pollia Thunb.",6.9,81.4,1
"Jatropha integerrima Jacq.",6.9,79.9,1
"Porella L.",7.3,80.6,1
"Plagiochila (Dumort.) Dumort.",6.4,80.4,1
"Lopholejeunea (Spruce) Steph.",7.2,80.6,1
"Metalejeunea Grolle",7.2,80.6,1
"Acrolejeunea (Spruce) Steph.",7.3,80.6,1
"Lejeunea Lib.",7.3,80.5,1
"Notoscyphus lutescens (Lehm. & Lindenb.) Mitt.",7.3,80.5,1
"Plagiochasma Lehm. & Lindenb.",7.3,80.5,1
"Cheilolejeunea (Spruce) Steph.",7.3,80.6,1
"Davallia trichomanoides Blume",7.8,80.7,1
"Davallia trichomanoides Blume",6.7,80.6,1
"Carex nubigena D.Don",7.8,80.7,1
"Grewia rhamnifolia Roth",6.5,80.7,1
"Grewia rhamnifolia Roth",6.8,80.5,1
"Grewia excelsa Vahl",8,80.8,1
"Davallia hymenophylloides (Blume) Kuhn",7,81,1
"Carex spicigera Nees",7.8,80.7,1
"Anthoceros L.",7.3,80.6,1
"Pterobryon ceylanicum Thwaites & Mitt.",7.2,80.6,1
"Lejeuneaceae",7.3,80.6,1
"Ptychanthus striatus (Lehm. & Lindenb.) Nees",7.3,80.6,1
"Leucobryum Hampe",7.3,80.6,1
"Leucobryum Hampe",7,80.8,1
"Leucobryum Hampe",6.6,80.7,1
"Sciaphila Blume",7,80.2,1
"Epithema ceylanicum Gardner",7.4,80.8,1
"Sapindaceae",7.1,79.9,1
"Potamogeton L.",7.6,80.5,1
"Potamogeton L.",7.3,80.6,1
"Neolamarckia cadamba (Roxb.) Bosser",6.2,80.1,1
"Ctenopteris Blume ex Kunze",7,80.7,1
"Piper siriboa L.",7,80.5,1
"Pouteria campechiana (Kunth) Baehni",7.1,81.3,1
"Agave americana L.",6.9,80.8,1
"Avicennia L.",9,80,1
"Eremochloa muricata (Retz.) Hack.",9.5,80.4,1
"Viburnum cylindricum Buch.-Ham.",6.9,80.5,1
"Eremochloa zeylanica (Hack. ex Trimen) Hack.",7.1,79.9,1
"Andrographis macrobotrys Nees",6.7,80.4,1
"Pseudosymblepharis angustata (Mitt.) Hilp.",7.4,80.8,1
"Pseudosymblepharis angustata (Mitt.) Hilp.",7,80.8,1
"Pseudosymblepharis angustata (Mitt.) Hilp.",6.8,80.5,1
"Pseudosymblepharis angustata (Mitt.) Hilp.",6.9,80.8,1
"Arachniodes Blume",6.4,80.4,1
"Arachniodes Blume",6.8,80.5,1
"Nopalea cochenillifera (L.) Salm-Dyck",7.9,80.7,1
"Sonchus asper (L.) Hill",6.9,81.1,1
"Delosperma pallidum L.Bolus",8,80.7,1
"Oldenlandia umbellata L.",7.9,81,1
"Oxalis latifolia Kunth",6.9,81.1,1
"Bidens L.",7,80.8,1
"Cochlospermum Kunth",7.9,80.7,1
"Cochlospermum Kunth",7,81.2,1
"Digitaria longiflora (Retz.) Pers.",7.7,81.7,1
"Digitaria longiflora (Retz.) Pers.",9.1,79.8,1
"Digitaria longiflora (Retz.) Pers.",6.5,80.7,1
"Digitaria longiflora (Retz.) Pers.",8,81,1
"Digitaria longiflora (Retz.) Pers.",9.3,80.4,1
"Digitaria longiflora (Retz.) Pers.",7.9,80.7,1
"Digitaria longiflora (Retz.) Pers.",8.4,80.4,1
"Digitaria longiflora (Retz.) Pers.",7.1,80.7,1
"Digitaria longiflora (Retz.) Pers.",7.3,80.7,1
"Digitaria longiflora (Retz.) Pers.",7.3,80.6,1
"Digitaria setigera Roth ex Roem. & Schult.",7.3,80.6,1
"Macrosolen Blume, 1830",6.8,80.5,1
"Macrosolen Blume, 1830",6.7,80.4,1
"Macrosolen Blume, 1830",6.8,80.8,1
"Garnotia Brongn.",7,80.5,1
"Garnotia Brongn.",6.4,80.8,1
"Garnotia Brongn.",6.8,80.5,1
"Digitaria bicornis (Lam.) Roem. & Schult.",7,80,1
"Digitaria bicornis (Lam.) Roem. & Schult.",8.4,81,1
"Digitaria bicornis (Lam.) Roem. & Schult.",9.6,80,1
"Digitaria bicornis (Lam.) Roem. & Schult.",6,80.2,1
"Digitaria bicornis (Lam.) Roem. & Schult.",7.9,81,1
"Digitaria bicornis (Lam.) Roem. & Schult.",7.2,81.9,1
"Digitaria bicornis (Lam.) Roem. & Schult.",8.3,80.4,1
"Digitaria bicornis (Lam.) Roem. & Schult.",7.6,81.7,1
"Digitaria bicornis (Lam.) Roem. & Schult.",6.1,81.1,1
"Digitaria bicornis (Lam.) Roem. & Schult.",6.8,79.9,1
"Digitaria bicornis (Lam.) Roem. & Schult.",8,79.8,1
"Digitaria bicornis (Lam.) Roem. & Schult.",7.9,80.7,1
"Digitaria bicornis (Lam.) Roem. & Schult.",7.5,81.4,1
"Setaria parviflora (Poir.) Kerguélen",7.4,80.8,1
"Setaria parviflora (Poir.) Kerguélen",7.7,80.4,1
"Dendrophthoe Mart.",8.9,80.2,1
"Dendrophthoe Mart.",7.3,80.8,1
"Digitaria didactyla Willd.",6.9,80.8,1
"Digitaria didactyla Willd.",7,81.1,1
"Loranthaceae",7,81,1
"Loranthaceae",6.9,80.7,1
"Loranthaceae",6.8,81,1
"Loranthaceae",7,80.8,1
"Loranthaceae",6.7,80.4,1
"Loranthaceae",5.9,80.6,1
"Loranthaceae",7.2,81.2,1
"Mimosa invisa Mart. ex Colla",8.6,81.2,1
"Mimosa invisa Mart. ex Colla",7.3,80.6,1
"Dimeria R.Br.",7.3,80.8,1
"Gamochaeta pensylvanica (Willd.) Cabrera",6.9,80.5,1
"Gnaphalium L.",7,80.8,1
"Elatostema J.R.Forst. & G.Forst.",7.3,80.4,1
"Elatostema J.R.Forst. & G.Forst.",7.3,80.9,1
"Digitaria ciliaris (Retz.) Koeler",7.2,79.9,1
"Digitaria ciliaris (Retz.) Koeler",8.6,81.2,1
"Digitaria ciliaris (Retz.) Koeler",7.8,80.6,1
"Digitaria ciliaris (Retz.) Koeler",6.9,81.4,1
"Digitaria radicosa (J.Presl) Miq.",6.6,80,1
"Digitaria radicosa (J.Presl) Miq.",6.8,79.9,1
"Digitaria radicosa (J.Presl) Miq.",7.3,81.7,1
"Digitaria radicosa (J.Presl) Miq.",6.4,80,1
"Digitaria radicosa (J.Presl) Miq.",7.3,80.4,1
"Sida L.",6.5,81.5,1
"Sida L.",7.9,80.7,1
"Perotis indica (L.) Kuntze",7.9,81,1
"Perotis indica (L.) Kuntze",9.3,80.4,1
"Perotis indica (L.) Kuntze",8,81.3,1
"Fissidens crispulus Brid.",7.3,80.6,1
"Arundinaria Michx.",7.4,80.8,1
"Senegalia kerrii (I.C.Nielsen) Maslin, B.C.Ho, H.Sun & L.Bai",7.3,80.8,1
"Paspalidium Stapf",6.3,81.3,1
"Eragrostis amabilis var. amabilis",9.7,80.3,1
"Crateva religiosa G.Forst.",6.1,81.1,1
"Crateva religiosa G.Forst.",8.5,80,1
"Albizia Durazz.",9.1,79.8,1
"Albizia Durazz.",7.3,80.8,1
"Peristylus Blume",7,80.8,1
"Urochloa P.Beauv.",6.2,81.3,1
"Setaria pumila subsp. subtesselata (Buse) B.K.Simon",6.8,80.8,1
"Eragrostiella bifaria (Vahl) Bor",6.9,80.9,1
"Diplachne fusca subsp. fusca",9.7,80.3,1
"Digitaria violascens Link",7,81.1,1
"Psychotria L.",6.9,81.1,1
"Psychotria L.",6.4,80.5,1
"Psychotria L.",7.6,80.7,1
"Clusiaceae",6.7,79.9,1
"Clusiaceae",6.8,80.5,1
"Smilax L.",6.2,80.2,1
"Psydrax Gaertn.",6.6,81.3,1
"Calymperes lonchophyllum Schwägr.",7.5,80.6,1
"Calymperes lonchophyllum Schwägr.",6.4,80.4,1
"Polyalthia Blume",7.3,80.8,1
"Allophylus L.",6.3,80.6,1
"Allophylus L.",6.7,80.4,1
"Ternstroemia Mutis ex L.f.",6.8,80.5,1
"Eugenia L.",7,81.1,1
"Eugenia L.",6.9,79.9,1
"Eugenia L.",6,80.2,1
"Eugenia L.",7.8,80.8,1
"Eugenia L.",6.6,80.2,1
"Eugenia L.",6.4,80.4,1
"Terminalia L.",6.7,81,1
"Terminalia L.",7.4,80.9,1
"Terminalia L.",9.8,80.2,1
"Maesa Forssk.",7.4,80.8,1
"Leea novoguineensis Valeton",6.7,79.9,1
"Heptapleurum Gaertn.",6.3,80.6,1
"Micromelum Blume",6.2,80.2,1
"Gironniera Gaudich.",6.7,80.6,1
"Goniothalamus (Blume) Hook.f. & Thomson",6.5,80.6,1
"Goniothalamus (Blume) Hook.f. & Thomson",6.8,80.5,1
"Goniothalamus (Blume) Hook.f. & Thomson",6.6,80.4,1
"Psydrax odorata subsp. arnhemica S.T.Reynolds & R.J.F.Hend.",8,81,1
"Casearia Jacq.",6.5,81.3,1
"Casearia Jacq.",6.8,80.5,1
"Casearia Jacq.",7.5,80.8,1
"Casearia Jacq.",7.1,80.8,1
"Casearia Jacq.",7,80.8,1
"Symplocos glabra Jessup",6.9,80.8,1
"Hydnocarpus Gaertn.",7.6,80.8,1
"Cryptocarya hypospodia F.Muell.",6.4,80.3,1
"Ziziphus Mill.",8,81,1
"Ziziphus Mill.",6.7,80.8,1
"Ziziphus Mill.",7.5,80.4,1
"Ziziphus Mill.",7.5,80.2,1
"Myrsine L.",6.8,80.8,1
"Staphyleaceae",6.7,80.6,1
"Scolopia braunii (Klotzsch) Sleumer",9.4,81,1
"Cordia sinensis Lam.",6.6,81.4,1
"Dichapetalum Thouars",7.5,80.1,1
"Ochnaceae",6.3,80.3,1
"Gomphia Schreb.",7.6,80.8,1
"Celtis timorensis Span.",7,81.1,1
"Homalium Jacq.",6.7,80.7,1
"Hugonia L.",8.3,80.4,1
"Hugonia L.",6.9,79.9,1
